firm,date_review,job_title,current,location,overall rating,work life balance,culture values,diversity inclusion,career opportunities,company benefits,senior mgmt,headline,status
Latham-and-Watkins,2/19/2021, Data Analytics,"Current Employee, less than 1 year",Bangalore,4,5,4,3,4,5,5,"Senior Data Scientis culture is good Good work life balance, Good office, cafeteria, cab, health insuramce",0
Lloyds-Banking-Group,01-01-2018, Senior Data Scientist,"Current Employee, more than 1 year",Pune,5,5,5,5,5,5,5,"Good work life balance, Good office, cafeteria, cab, health insuramce",0
Mastercard,4/17/2018, Data Modeler,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,4,5,4,2,3,3,"Mastercard - great place to work, learn and grow",0
Mastercard,7/17/2018, Data Engineer,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",2,3,4,3,2,4,2,Not really good if you are looking for innovation,1
Mastercard,3/29/2019, Data Engineer,"Current Employee, more than 8 years",Pune,5,5,5,5,5,5,4,"
Well treating
 Good Compensation
 Work from home friendly. 
",0
Mastercard,1/19/2021, Senior Database Administrator,Current Employee,"Gurgaon, Haryana, Haryana",4,4,5,4,5,4,4,Nice work culture and helping people,0
Mastercard,04-06-2021, Data Analyst,Current Employee,Pune,5,5,4,5,4,3,4,"Wonderful company , Beautiful Work culture, Nature",0
McDonald-s,10-11-2020, Work From Home Data Encoder,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",4,3,5,4,4,5,3,Good but Timesheet is a unnecessary headache,2
McKinsey-and-Company,07-03-2017, Data Analyst,"Current Employee, more than 3 years",Chennai,4,2,5,5,4,5,3,"Good but can be better. Many oppurtunities can be created by you to scale up in the career ladder, If you have and the craving for change and give it all, This is the place for you",2
McKinsey-and-Company,08-01-2018, Senior Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,5,5,4,5,5,5,Data analyst role is good.Great work environment learn and grow,0
McKinsey-and-Company,09-02-2020, Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,5,5,5,5,5,5,Best compant to work for Good environment to learn and cooperative colleagues,0
McKinsey-and-Company,11/18/2020, Data Analyst,Current Employee,New Delhi,4,5,4,5,4,5,4,"Good environment to learn and cooperative colleagues and best company to learn,grow and improve.",0
McKinsey-and-Company,11/23/2020, Lead Data Scientist,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,3,5,5,5,5,3,Awesome benefits Competitive environment and good career growth.,0
McKinsey-and-Company,1/21/2021, Data Scientist,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,1,3,2,4,5,5,Competitive Environment and great learning curve,0
McKinsey-and-Company,03-05-2021, Senior Data Scientist,Current Employee,New Delhi,4,4,5,4,5,4,4,Steep Learning curve good projects.,0
McKinsey-and-Company,04-02-2021, Data Scientist,Current Employee,"Gurgaon, Haryana, Haryana",5,2,5,5,5,5,5,great company & people but no work life balance.,2
McKinsey-and-Company,5/18/2021, Junior Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",1,1,1,1,2,4,1,Huge Micromanagement! Daily Check-ins! An unorganised Mess,1
McKinsey-and-Company,06-02-2021, Data Analyst ,"Current Employee, more than 1 year",Noida,3,2,2,3,2,2,2,Senior Analyst role is good bur employee welfare and benefits can be better.,2
Mercer,11-03-2020, Senior Data Analyst,Current Employee,Noida,3,2,4,4,2,3,3,best work experience. supportive work environment,0
Mercer,3/14/2021, Senior Data Analyst,Current Employee,Noida,4,5,4,4,5,4,4,Good company and better career exposure.,0
Mercer,4/22/2021, Data Analyst,"Current Employee, more than 10 years","India, TN",5,5,5,5,5,5,5,Builds good work experience and skills,0
Microsoft,6/17/2018, Data Entry,"Current Employee, more than 1 year",Bangalore,3,2,2,2,3,4,1,Good company benefits but work load is stressful.,2
Microsoft,7/15/2018, Data Support Engineer,"Current Employee, less than 1 year",Bangalore,5,5,5,5,4,5,4,Great work environment and good career exposure.,0
Microsoft,11-09-2019, Data Scientist,"Current Employee, less than 1 year",Indore,5,5,3,3,5,4,4,good job and good pay.,0
Microsoft,2/14/2020, Lead Data Scientist,Current Employee,Bangalore,4,4,3,4,5,4,3,Competitive Environment and great learning curve,0
Microsoft,5/30/2020, Applied Data Scientist,"Current Employee, less than 1 year",Chennai,4,4,5,4,4,5,5,Innovative ideas are encourged and good job,0
Microsoft,06-04-2020, Data Analyst,Current Employee,Bhatkal,5,5,5,4,4,4,5,Best in salary management,0
Microsoft,06-04-2020, Data Entry,Current Employee,Indore,3,3,4,3,4,3,4,Good company but salary and hikes are low.,2
Microsoft,06-08-2020, Data Entry,"Current Employee, more than 1 year",Bangalore,4,5,5,5,5,5,5,Best place to start your career,0
Microsoft,11-03-2020, Data Scientist,Current Employee,"SrÄ«nagar, Jammu and Kashmir, Jammu and Kashmir",5,5,5,5,5,5,5,want to work here,0
Microsoft,11/15/2020, Data Entry Operator,Current Employee,"FarÄ«dÄbÄd, Haryana, Haryana",4,4,4,3,3,4,3,good perks overall it's a great organization to work for,0
Microsoft,12/23/2020, Database Administrator,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5,5,5,5,4,4,"Very good culture, might be bad in some pockets like GSMO(Gurgaon) or few teams. Rest it's ok overall. 

You can build a long term career that you can build.

Good perks.",0
Microsoft,1/13/2021, Data Scientist II,Current Employee,Bangalore,3,3,1,2,1,1,2,good work life but compensation is less.,2
Microsoft,1/14/2021, Data and Applied Scientist,"Current Employee, less than 1 year","India, TX",4,3,4,3,3,2,3,This is best IT firm one can wish to work for,0
Microsoft,1/18/2021, Data Analytics,"Current Employee, more than 3 years",Bangalore,3,5,4,3,4,3,4,Quality place to work,0
Microsoft,3/16/2021, Data Scientist,"Current Employee, less than 1 year",Bangalore,5,4,5,4,4,5,4,"Good compensation, good coworkers, Nice overall",0
Microsoft,04-05-2021, Data Scientist,"Current Employee, less than 1 year",Bangalore,5,5,5,5,5,5,5,"Microsoft is an excellent workplace with lots of challenging opportunities, great people and great rewards. Organization is highly employee friendly and take good care of their concerns. Microsoft, being the top technology company has right of opportunities to challenge you, learn and grow together. A great work culture inculcates growth mindset and motivate us to do our best. I am proud to be part of this amazing company.",0
Microsoft,4/24/2021, Senior Data Scientist,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,1,5,Great Company to work and hold up to the values. Salary is a bit on the lower side.,2
Microsoft,05-08-2021, Data & Applied Scientist,"Current Employee, more than 5 years",Bangalore,5,4,5,5,4,3,4,"Good WLB, Occussionally Good Work",0
Microsoft,05-11-2021, Data Scientist,"Current Employee, more than 1 year",Bangalore,4,3,3,3,4,3,3,Good Company to work with,0
Morgan-Stanley,9/14/2020, Data Analyst,Current Employee,Mumbai,5,4,5,5,5,4,4,Satisfactory work and exposure to cutting-edge tech stack,0
Morgan-Stanley,11-12-2020, Big data and machine learning,Current Employee,Bangalore,5,5,5,5,5,5,5,Great place to learn and work,0
Morgan-Stanley,12-05-2020, Data Analyst,"Current Employee, more than 3 years",Mumbai,5,4,5,4,3,2,5,Good Culture and good company,0
Morgan-Stanley,12-06-2020, Data Science Associate,Current Employee,"Patna, Bihar, Bihar",5,5,4,5,4,4,5,Good company but maintance can be better.,2
Morgan-Stanley,12-11-2020, Senior Data Analyst,"Current Employee, more than 8 years",Bangalore,5,5,4,4,5,4,5,Great place to work and learn bit managemnet can be better.,2
Morgan-Stanley,12/27/2020, Data Architect,"Current Employee, more than 1 year",Noida,5,5,5,4,5,5,5,rewarding work culture and good company,0
NHS,2/23/2021, Datamanager,"Current Employee, less than 1 year",Noida,4,4,5,5,5,4,4,"1) Excellent work culture
2) Freedom to express yourself 
3) Supportive team and management
4) Work Life balance
5) Scope of learning is in abundance.",0
Oracle,1/14/2017, Database Administrator,"Current Employee, less than 1 year",Noida,4,4,5,4,5,4,4,"1) Excellent work culture
2) Freedom to express yourself 
3) Supportive team and management
4) Work Life balance
5) Scope of learning is in abundance.",0
Oracle,1/14/2017, Database Administrator,Current Employee,Bangalore,4,4,3,4,3,4,2,good to be working in Oracle one of the best product base company to work.,0
Oracle,05-06-2017, Currently Working As Oracle Database Administrator,"Current Employee, more than 5 years",Bangalore,3,4,4,5,3,3,3,"Provides opportunity to grow technically on various fronts but Poor salary hikes, Skewed salaries, New joiners get more than who have already proved inside Oracle, Management Politics",2
Oracle,11/19/2017, Principal Oracle Database Administrator,"Current Employee, more than 1 year",Bangalore,4,5,5,5,5,3,5,"Good Company to work, good work life balance, average work, good learning oppurtunities but very hard to get promotion or hike.",2
Oracle,12/14/2017, Peoplesoft Database Administrator,"Current Employee, more than 3 years",Bangalore,5,5,5,5,5,5,5,Good place to work,0
Oracle,4/28/2018, Data Analyst,"Current Employee, more than 10 years",Bangalore,4,5,3,4,4,2,4,I'm working a senior database administrator its good to work for this company,0
Oracle,6/22/2018, Senior Database Administrator,"Current Employee, more than 5 years",Bangalore,4,5,4,4,4,3,4,"Good work culture , flexible working but hike and bonus are bad",2
Oracle,10/19/2018, Principal Database Administrator,"Current Employee, more than 5 years",Bangalore,4,5,4,5,3,3,3,"Good Work Life Balance, Work From Home options, Opportunities to learn new things but less carrer growth, less hike or salary compared to market value.",2
Oracle,11/26/2018, Senior Database Administrator,"Current Employee, more than 5 years",New Delhi,4,4,4,3,4,4,3,It has been a good expirience so far working with most talented person like Marco Koel.,0
Oracle,9/25/2019, Senior Database Administrator,"Current Employee, less than 1 year",Bangalore,5,5,4,4,5,3,5,very nice company overall its good but lacking behind in terms of hikes and benefits,0
Oracle,10/23/2019, Senior Database Engineer,"Current Employee, more than 3 years",Bangalore,5,5,5,5,5,5,5,Oracle Best Company to Work,0
Oracle,10/31/2019, Senior Oracle Database Administrator,"Current Employee, more than 1 year",Bangalore,4,5,5,4,3,3,1,"good working culture , managers are quite good and not suitable for freashers.",0
Oracle,01-10-2020, Marketing Data Analyst,"Current Employee, more than 1 year",Pune,5,5,5,4,5,5,5,amazing company to work for,0
Oracle,08-04-2020, Data Analyst,Current Employee,Bangalore,4,4,3,4,4,3,4,Good company to work.,0
Oracle,10-06-2020, Senior Database Administrator,Current Employee,Ahmedabad,4,3,4,4,2,4,3,lack of proper career growth,1
Oracle,11/17/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,4,4,4,4,4,4,Good to work,0
Oracle,12-04-2020, Data Specialist,"Current Employee, more than 3 years",Bangalore,5,4,4,3,3,4,5,good,0
Oracle,12/14/2020, Data Analyst,"Current Employee, more than 3 years",Bangalore,5,4,4,3,3,4,5,we work with data and it's a good company,0
Oracle,12/14/2020, Data Analyst,"Current Employee, more than 1 year",Bangalore,5,4,3,4,3,3,3,good but no proper hikes,2
Oracle,1/13/2021, Senior Database Administrator,"Current Employee, more than 3 years",Bangalore,4,4,3,3,5,5,3,Good company to work.. Will have balanced life and get the guidance of seniors.,0
Oracle,2/19/2021, Database Administrator,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,4,5,5,5,4,5,Best place for work,0
Oracle,2/21/2021, Data Analyst/Data Scientist,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,4,5,5,5,4,5,Best place for work,0
Oracle,2/21/2021, Data Analyst/Data Scientist,"Current Employee, more than 8 years",Bangalore,3,2,4,3,4,3,2,Good place to work,0
Oracle,03-10-2021, Database Administrator (Database Administrator),"Current Employee, more than 10 years",Bangalore,3,2,3,4,4,2,2,Good company to work with,0
Oracle,03-11-2021, Oracle Database Administrator,"Current Employee, more than 5 years",Bangalore Rural,5,5,5,5,5,5,5,Good work environment and nice work,0
Oracle,3/30/2021, Senior Oracle Applications Database Administrator,"Current Employee, more than 1 year",Bangalore,4,5,5,4,4,4,4,Very good company to work,0
Oracle,3/30/2021, Senior Oracle Applications Database Administrator,"Current Employee, more than 3 years",Bangalore,2,4,4,3,3,2,1,"no proper management style,teamwork and poor increments",1
Oracle,05-02-2021, Database Administrator,Current Employee,Pune,5,5,5,5,5,5,5,Best company to learn clinical database design,0
Oracle,05-03-2021, Clinical Database Designer,"Current Employee, more than 1 year",Mumbai,5,4,4,4,4,5,4,Good culture in the organization,0
Oracle,5/31/2021, Data Center Technician,"Current Employee, more than 1 year",Bangalore,5,4,4,5,5,4,5,Good Work Culture,0
Oracle,5/31/2021, Data Scientist,"Current Employee, more than 1 year",Calcutta,5,5,5,5,5,5,5,"good place to work, flexible hours, nice pay, leave policy good",0
PwC,12-06-2018, Senior Database Administrator,"Current Employee, more than 3 years",Calcutta,4,3,5,4,4,4,4," Great perks, Cross teaming, Flexible timings.",0
PwC,05-04-2020, Associate Data Analyst,Current Employee,Bangalore,5,5,4,5,5,5,4,"Overall Goo,  easy to adapt new skills and technologies",0
PwC,6/24/2020, Senior Database Administrator,"Current Employee, more than 3 years",Calcutta,4,5,4,4,4,4,4,"Good culture, great work life balance and colleagues",0
PwC,8/20/2020, Data Analyst,Current Employee,Noida,1,2,1,2,1,1,1,No benefit to work here and Worst HR Ever,1
PwC,09-03-2020, Data Engineer,"Current Employee, more than 1 year",Calcutta,5,5,5,5,5,5,5,good company to work for.,0
PwC,9/29/2020, Data Analyst,"Current Employee, more than 3 years",Calcutta,3,4,4,4,4,5,4,"It is an okay company. When you are tired of running, and when it us time to hang your boots, this is the one",2
PwC,11-09-2020, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",2,4,3,2,3,3,2,"Work life balance, office location are good but Technologically backward firm",2
PwC,2/17/2021, Data Scientist,"Current Employee, more than 3 years",Bangalore,4,5,5,5,5,5,4,"The facilities , work culture ,  work life balance  and almost everything is amazing about this company.",0
SAP,10/17/2018, HANA Database Administrator,"Current Employee, more than 1 year",Bangalore,4,5,5,4,4,4,4,Best work life balance. Very few other companies can offer such work culture. Food is great(and free). People are helpful.,0
SAP,02-01-2019, Data Scientist,"Current Employee, more than 3 years",Bangalore,4,2,4,4,3,4,1,"commute to and fro to office, Free lunch and Less pressure overall good company.",0
SAP,5/30/2019, Database Administrator,"Current Employee, more than 1 year",Bangalore,5,5,5,4,5,4,4,"Best workplace, Transparent management, Good future",0
SAP,03-02-2020, Data Scientist,Current Employee,Bangalore,5,4,5,5,4,4,4,Great Place to work,0
SAP,12-02-2020, Data Engineer,Current Employee,Bangalore Rural,4,5,4,4,5,3,3,"Good company, Nice benefits for employees and work life balance",0
SAP,2/24/2021, Data Scientist,"Current Employee, more than 1 year",Ra`ananna,5,5,5,5,5,5,5,Great workplace to work at,0
SAP,03-11-2021, Data Scientist Intern,"Current Employee, more than 1 year",Bangalore,5,5,5,5,5,5,5,Great place to work.,0
SAP,5/29/2021, Data Scientist,"Current Employee, less than 1 year",Bangalore,3,4,3,4,3,3,3,Good place to work at this place but Less growth as compared to market,2
Tesco,6/24/2019, Data Analyst,"Current Employee, more than 5 years",Bangalore,4,3,4,3,4,4,4,"Awesome work culture, good manger. Good campus",0
Tesco,1/14/2020, Principal Database Administrator,"Current Employee, less than 1 year",Bangalore,4,3,4,4,4,1,5,travel time is too much but the employee engagement is good,2
Tesco,11-09-2020, Associate Master Data Analyst,"Current Employee, more than 1 year",Bangalore,3,4,3,4,4,3,3,"Working environment is very good , campus is awesome , benefits are good",0
Tesco,01-12-2021, Data Analyst,"Current Employee, more than 3 years",Bangalore,5,4,5,4,5,4,4,Employee Friendly organisation,0
Thomson-Reuters,3/25/2018, Database Administrator,"Current Employee, more than 1 year",Bangalore,4,4,4,3,3,4,4,"Best thing is work life balance, and flexibility to  work from home.   Work culture, HR policy , and employee benefits are good.",0
Thomson-Reuters,04-09-2018, Senior Database Engineer,"Current Employee, more than 8 years",Bangalore,3,4,4,4,3,3,4,Thomson Reuters has a employee friendly working environment and flexible work time. Good people to work with.,0
Thomson-Reuters,07-12-2018, Senior Database Engineer,"Current Employee, more than 1 year",Bangalore,5,5,5,4,4,4,4,It was wonderful company which i've seen.,0
Thomson-Reuters,08-01-2018, Database Engineer,"Current Employee, more than 3 years",Bangalore,4,3,3,4,3,4,3,One of best company to work,0
Thomson-Reuters,03-09-2019, Database Engineer,"Current Employee, more than 3 years",Bangalore,4,4,5,4,4,4,4,"work-life balance, Peace, Good Salary, Benefits",0
Thomson-Reuters,10/31/2020, Database Administrator (Database Administrator),"Current Employee, more than 3 years",Bangalore,5,5,5,5,5,5,5,Great Place to start and work-life balance is given  more importance,0
Thomson-Reuters,1/19/2021, Data Analyst,"Current Employee, more than 1 year",Bangalore,4,4,4,3,4,5,4,"All good 
Good Work life Balance",0
Thomson-Reuters,02-06-2021, Senior Database Engineer,"Current Employee, more than 8 years",Bangalore,5,3,5,,4,5,3,need to improve in all aspects,1
Unilever,3/18/2020, Data Science Analyst,"Current Employee, more than 1 year",Bangalore,5,5,5,4,5,5,4,best place to work,0
Unilever,11/23/2020, Data Analyst,Current Employee,Mumbai,5,5,5,4,5,5,4,"good culture, competitive environment, great perks",0
Unilever,12-11-2020, Data Scientist,"Current Employee, more than 10 years",Bangalore,5,5,5,5,5,5,5,Opportunity to learn as the organisation is big and good exposure into all functions,0
Unilever,12/29/2020, Master Data Governance Manager,"Current Employee, less than 1 year",Bangalore,5,5,5,5,5,4,5,"Awsome experience, Great company, good bonus and work life balance",0
Unilever,02-01-2021, Data Scientist,"Current Employee, more than 3 years",Bangalore,5,5,5,5,5,5,5,Best Company to work with - Driven by Purpose,0
Unilever,04-08-2021, Data Scientist,"Current Employee, more than 5 years","Parel, Maharashtra, Maharashtra",5,5,5,5,5,5,5,Culture is very good in Vodafone,0
Vodafone,10-04-2017, Data Analyst and CVM,"Current Employee, more than 10 years",Mumbai,4,4,4,5,4,4,3,Process driven company and takes good care of employees,0
Vodafone,10-08-2018, Data privacy officer,"Current Employee, more than 3 years",Pune,3,3,3,5,3,3,3,"Good work-life balance, adapting to new technologies, great opportunities and good salary payer",0
Vodafone,11-05-2018, Lead Data Scientist,"Current Employee, more than 1 year",Pune,4,4,4,3,4,4,4,Good company only drawback is regarding the low salary,2
Vodafone,04-08-2019, Senior Data Analyst,Current Employee,Bangalore,4,4,3,5,4,4,4,Learning opportunities. Growing company. Time FLexibilities. Lots of techincal trainings.,0
Vodafone,5/17/2019, Data Engineer,"Current Employee, more than 5 years",Calcutta,4,4,4,4,4,2,3,Good company for work life balance,0
Vodafone,8/30/2019, Data Engineer,Current Employee,Pune,5,4,5,5,4,3,4,"Great place to work, friendly environment but lacking in hike and salaries ",2
Vodafone,03-02-2021, Data Analyst,"Current Employee, more than 3 years",Bangalore,4,4,4,3,4,3,3,Good company employee growth is good and work life balance,0
Willis-Towers-Watson,02-02-2019, Transaction Processing Associate/Data Analyst,"Current Employee, more than 3 years",Mumbai,5,3,5,5,4,3,4,"WTW is a good employer that understands your needs, meets industry standards and keeps evolving with time.",0
Adecco,09-03-2018, Database Administrator,"Current Employee, less than 1 year",Kurnool,5,4,5,4,5,5,5,company is really good to work ,0
American-Express,2/26/2017, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,5,4,4,4,4,3,Good Worklife balance  and projects,0
American-Express,5/24/2018, Data Engineer,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,2,3,4,3,4,2,Good Company to Work with,0
American-Express,08-05-2018, Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",2,4,4,4,3,3,3,Some times peaceful and sometimes harsh,2
American-Express,11/25/2019, Senior Data Analyst,"Current Employee, more than 10 years","Gurgaon, Haryana, Haryana",5,5,5,4,5,5,5,One of the best employee centric company,0
American-Express,11/30/2019, Data Scientist,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,3,5,4,4,5,4,I have been part of Amex for the last 3 years. It was a good experience till this point.,0
American-Express,05-12-2020, Data Scientist,Current Employee,Bangalore,3,3,5,4,1,1,1,"good work environment, lot of outdoor activities",0
American-Express,5/24/2020, Senior Data Engineer,Current Employee,"Gurgaon, Haryana, Haryana",5,5,5,4,4,4,4,"Good work life balance, Decent Pay, Flexible working hours (Depends on your Project), Employee friendly policies, Job security",0
American-Express,8/26/2020, Database Engineer II,"Current Employee, less than 1 year",Bangalore,5,5,5,4,5,5,5,Great company to work with,0
American-Express,09-07-2020, Database Engineer,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,5,5,5,5,5,5,the working environment is very good and ample support from seniors ,0
American-Express,09-11-2020, Data Scientist,"Current Employee, less than 1 year",Bangalore,5,5,5,5,5,5,4,Best company to work for,0
American-Express,9/13/2020, Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",5,5,5,5,5,3,5,"Employee centric, good work culture, work life balance",0
American-Express,11-12-2020, Senior Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",5,4,5,4,5,4,4,Best company to settle,0
American-Express,1/21/2021, Senior Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",5,5,4,5,4,4,5,Great work life balance over here,0
American-Express,2/17/2021, Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",4,4,4,4,4,4,3,Good work culture and flexible timings,0
American-Express,2/26/2021, Data Scientist,Current Employee,New Delhi,5,5,5,5,5,5,5,Best company to work for ,0
American-Express,3/24/2021, Data Engineer I,"Current Employee, more than 1 year",Bangalore,4,4,4,4,4,4,4,"Good tech stack,great team and work-environment",0
American-Express,04-07-2021, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,5,5,5,4,4,5,Work-life balance is good and the salary package is satisfying ,0
Aon,07-05-2017, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,5,4,5,4,4,4,"Good Work Life Balance, Poisitve attitude",0
Aon,02-11-2019, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,5,5,4,5,3,4,Best working environmnet and has a good work life balance,0
Aon,6/17/2019, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",3,4,3,4,4,2,3,good work life balance but in terms of compensation for a fresher is less and no increment for overtime.,2
Aon,7/14/2019, Junior Data Analyst,"Current Employee, less than 1 year","Gurgaon, Haryana, Haryana",5,5,5,4,3,2,5,Work life balance and working environment is very good.,0
Aon,09-02-2020, Data Analyst,"Current Employee, less than 1 year",Bangalore,3,1,1,1,4,1,1,Good work but worst management and culture,1
Aon,02-09-2021, Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",4,5,5,4,3,2,4,"Suitable for freshers good Work life balance, balanced learning",0
Aon,4/20/2021, Junior Data Analyst,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",3,4,4,4,3,3,4,"Great work environment, helpful peers",0
Aon,5/25/2021, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5,5,5,4,5,5,Excellent work environment and work life balance,0
Apple,04-08-2020, Data Entry Operator,Current Employee,Chandigarh,5,5,5,5,5,5,5,Apple company is one of the best company,0
AstraZeneca,06-10-2019, Data Analyst,"Current Employee, more than 1 year",Chennai,3,2,3,3,2,3,1,no proper recognition for the employees and no worth in contributing the talent,1
AstraZeneca,01-04-2021, Data Engineer,Current Employee,Chennai,5,4,5,5,4,4,4,Great workplace and good working environment,0
AstraZeneca,04-03-2021, Data Analyst,Current Employee,Chennai,4,5,4,2,4,4,2,"Good Company, Work-life balance
HR benefits is good",0
AstraZeneca,05-07-2021, Data Science Intern,"Current Employee, more than 1 year",Chennai,5,5,5,5,5,5,5,"Good Work ethics, good hike",0
AstraZeneca,5/20/2021, Data Governance Lead,"Current Employee, more than 3 years",Chennai,4,5,2,2,4,1,3,Its a very good company to work. Astrazeneca will provide all kind of support,0
BNP-Paribas,8/27/2019, Data Science Manager,Current Employee,Mumbai,4,5,4,4,4,4,4,Work life balance is good,0
BNY-Mellon,07-05-2018, Data Analyst,"Current Employee, more than 1 year",Pune,2,2,2,2,1,2,1,Good company but worst in terms of compensation and bonus.,1
BNY-Mellon,5/19/2019, Data Scientist,"Current Employee, more than 1 year",Pune,4,3,3,3,3,3,3,good company to work for we can vast knowledge on different tools that deals with data science,0
BNY-Mellon,4/30/2020, Data Management Specialist,"Current Employee, more than 8 years",Chennai,3,4,3,4,4,4,2,"Good Worklife balance,Team environment and
Supportive mid-level management, good compensation.",0
BNY-Mellon,01-11-2021, Senior Data Processor,"Current Employee, more than 1 year",Chennai,5,5,5,5,5,5,5,Very Good atmosphere. Great place to work.,0
BNY-Mellon,02-10-2021, Lead Data Scientist,Current Employee,Pune,3,4,2,5,4,2,2,Nice company if you have joined after 2018 and Pay package for existing employees are way to less as compared to market standards.,2
BNY-Mellon,05-08-2021," Analyst, Quantitative Analysis & Data Management","Current Employee, more than 3 years",Pune,3,4,2,2,1,4,1,Relaxed working environment. No proper growth opportunity,1
BT,4/18/2018, Big Data Engineer,"Current Employee, more than 1 year",Bangalore,5,5,4,4,5,2,5,Amazing place to work The level of liberty and freedom you got to get your work done is amazing,0
BT,7/20/2018, Data Analyst,"Current Employee, less than 1 year",Bangalore,4,4,4,4,3,4,4,"A good place to work & You get exposed to many technologies at work.
You can maintain a good work life balance",0
BT,08-01-2018, Data Analyst,"Current Employee, more than 3 years",Bangalore,4,4,5,4,4,3,2,"Scope to learn new technologies and easily move across different business teams
- BT provides enough amount of Career & Technical development courses",0
BT,9/19/2018, Data Network Engineer,"Current Employee, more than 3 years",Calcutta,4,5,4,4,5,4,4,"Very good growth opportunities
AC cab facilities is top notch
Subsidised food
Taking leaves is encouraged.",0
BT,12/31/2018, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,5,4,4,4,3,3,"Great place to work, Excellent future opportunities , no work pressure , amazing work life balance",0
BT,08-08-2020, Senior Data Analyst,Current Employee,"Gurgaon, Haryana, Haryana",5,4,5,5,5,4,4,Good experience there is lot to learn at BT,0
BT,8/21/2020, Data Science Analyst,Current Employee,"Gurgaon, Haryana, Haryana",5,5,5,4,4,5,3,"Employee friendly, good pay and work culture with easy work from home and other such flexible policies",0
BT,8/24/2020, Data Quality Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",5,5,5,4,5,5,5,"Good company, Full support during covid time, WFH facility, free furniture",0
BT,09-09-2020, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,4,4,4,3,3,3,Work life balance and flexibility could be one of the motivator for people,0
BT,11/20/2020, Data Engineer,"Current Employee, more than 3 years",Bangalore,3,1,2,1,3,3,1,Scope for learning and new technology but No work life balance and bad management,1
BT,12-07-2020, Senior Data Scientist,Current Employee,Bangalore,4,3,4,4,3,4,4,Best Telco to work.. Will get exposure and chance to work on all latest technologies .,0
BT,02-09-2021, Cloud Data Engineer,"Current Employee, more than 1 year",Bangalore,3,2,3,3,3,3,2,Good company with benefits,0
BT,2/27/2021, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",4,4,4,4,5,4,3,Good  company to work for ,0
BT,3/24/2021, Data Analyst,"Current Employee, more than 3 years","Gurgaon, Haryana, Haryana",1,1,2,2,2,1,2,Lower grade company even a startup company gives you better salaries then BT,1
Bain-and-Company,02-01-2021, Senior Data Engineer,"Current Employee, more than 1 year","Gurgaon, Haryana, Haryana",5,5,5,5,5,3,4,Awesome organization to work with,0
Balfour-Beatty,4/25/2021, Data Engineer,Current Employee,Bangalore,5,5,5,5,5,3,5,"Good place to work,Work life balance is good People are supporting.",0
Barclays,1/30/2018, Big Data Engineer,"Current Employee, more than 1 year",Pune,5,3,3,4,4,4,3,Awesome place for learning,0
Barclays,01-12-2019, Big Data Architect,"Current Employee, more than 3 years",Pune,5,3,4,5,4,5,3,"1) Learning Curve is really excellent
2) Good Number of opportunities
3) In case you feel monotonous with job , there is Internal Job Board through which you can apply for any other role and then you are interviewed for the role and moved internally.
4) Good Salary",0
Barclays,3/26/2019, Data Analyst,"Current Employee, more than 3 years",Mumbai,4,4,4,4,4,3,2,Great place to work,0
